"id","doi","title","year_published","volume","abstract","authors_keywords","document_type","publication_type","language","reprint_address","issn","eissn","source_abbreviation_29_character","iso_source_abbreviation","publication_date","issue","beginning_page","ending_page","page_count","web_of_science_categories","research_areas","document_delivery_number","accession_number","keyword_plus","open_access_indicator","pudmed_id","special_issue","book_series_title","meeting_abstract","editors","funding_agency_grant_number","id_conference","id_journal"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","10.11606/ISSN.2236-4242.V30I2P71-91","MEDIA LITERACY IN THE TEACHING OF PORTUGUESE: THE FORMATION OF CRITICAL COUNTER-WORD",2017,"30","IN THIS WORK, TAKING AS A STARTING POINT THE ENTRY OF JOURNALISTIC TEXTS INTO THE TEACHING OF PORTUGUESE LANGUAGE IN BRAZIL AND ITS DIFFERENT APPROACH PERSPECTIVES ON THE LAST DECADES, SITUATED IN THE ENUNCIATIVE-DISCURSIVE PERSPECTIVE OF LANGUAGE TEACHING, WE INTEND TO DISCUSS FUNDAMENTALS OF MEDIA LITERACY AND PERSPECTIVES OF WORK WITH THE JOURNALISTIC SPHERE IN CLASSROOM. THE APPRECIATIVE ACCENT OF THIS TEXT IS THAT THIS PEDAGOGICAL WORK MUST BE FOCUSED NOT ONLY ON A CONTEXTUALIZED APPROPRIATION OF JOURNALISTIC GENRES, BUT ALSO, AND MAINLY, FOR THE MEANINGFUL EXPERIENCE OF SOCIAL PRACTICES OF THIS SPHERE AND ON THE CRITICAL PROBLEMATIZATION OF THE USES OF LANGUAGE, IN DIALOGUE WITH OTHER LANGUAGES, IN ORDER TO FORM SUBJECTS CAPABLE OF CONSTRUCTING, IN THE PRACTICES OF READING AND PRODUCING TEXTS, REFLEXIVE AND CRITICAL COUNTER-WORDS ON THE ETHICAL, AESTHETIC AND POLITICAL ISSUES WITH WHICH THEY ARE CONFRONTED IN THEIR LITERACY PRACTICE.","MEDIA LITERACY; JOURNALISTIC SPHERE; PORTUGUESE TEACHING","ARTICLE","J","PORTUGUESE","BARBOSA, JP (REPRINT AUTHOR), UNIV ESTADUAL CAMPINAS, CAMPINAS, SP, BRAZIL.","0103-3638","2236-4242","LINHA AGUA","LINHA AGUA","OCT","2","71","91","21","LANGUAGE & LINGUISTICS","LINGUISTICS","FP1LS","ISI000417375100006",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"LINHA D AGUA"
"WENINGER C, 2017, TEACH TEACH EDUC, V67, P429, DOI 10.1016/J.TATE.2017.07.013","10.1016/J.TATE.2017.07.013","THE INFLUENCE OF INDIVIDUAL AND CONTEXTUAL VARIABLES ON TEACHERS' UNDERSTANDING AND CLASSROOM PRACTICE OF MEDIA LITERACY",2017,"67",NA,NA,"ARTICLE","J","ENGLISH","WENINGER, C (REPRINT AUTHOR), NANYANG TECHNOL UNIV, NATL INST EDUC, 1 NANYANG WALK, SINGAPORE 637616, SINGAPORE.","0742-051X",NA,"TEACH TEACH EDUC","TEACH. TEACH. EDUC.","OCT",NA,"429","439","11","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FH9PI","ISI000411543800041","STUDENT-ACHIEVEMENT; EDUCATION; TECHNOLOGY; SINGAPORE; BELIEFS; CULTURE;;   STATE; TIMES; MYTH",NA,NA,NA,NA,NA,NA,"EDUCATION RESEARCH FUNDING PROGRAMME, NATIONAL INSTITUTE OF EDUCATION;   (NIE), NANYANG TECHNOLOGICAL UNIVERSITY, SINGAPORE [OER 50/12 CW]",NA,"TEACHING AND TEACHER EDUCATION"
"AL-ISSA A, 2017, ARAB WORLD ENGL J, V8, P3, DOI 10.24093/AWEJ/VOL8NO3.1","10.24093/AWEJ/VOL8NO3.1","ENGLISH AS A MEDIUM OF INSTRUCTION AND THE ENDANGERMENT OF ARABIC LITERACY: THE CASE OF THE UNITED ARAB EMIRATES",2017,"8","DUE TO THE RAPID SPREAD OF GLOBALIZATION AND THE ATTENDANT 'GLOBAL ENGLISH,' THE NEED FOR ENGLISH IS OFTEN ACCEPTED WITHOUT MUCH THOUGHT BEING GIVEN TO NATIVE LANGUAGES. INDEED, THIS IS THE CURRENT SITUATION IN THE UNITED ARAB EMIRATES (UAE), WITH ENGLISH ENCROACHING INTO ALL AREAS OF SOCIETY, AND ESPECIALLY FORCEFULLY INTO THE EDUCATION SECTOR, WHERE ENGLISH AS A MEDIUM OF INSTRUCTION (EMI) IS ON THE RISE. AT THE SAME TIME, ARABIC LITERACY, THE ABILITY TO READ AND WRITE IN THE LANGUAGE, IS DECLINING AMONG UAE YOUTH. USING A MIXED-METHODS DESIGN, A STUDY WAS CONDUCTED TO GAIN INSIGHTS INTO THE USE OF ARABIC BY EMIRATI UNIVERSITY STUDENTS. THE STUDY EXAMINES HOW EMIRATI YOUTH USE THEIR NATIVE LANGUAGE (I.E., ARABIC) IN THEIR DAILY LIVES, THEIR PERCEPTION OF THEIR OWN READING AND WRITING SKILLS IN ARABIC VIS-A-VIS IN ENGLISH LANGUAGE, AND THE EXTENT TO WHICH THEY CAN DEMONSTRATE THEIR LITERACY SKILLS IN ARABIC. CLEAR EVIDENCE EMERGED SHOWING THAT WHILE ARABIC AS A DIALECT CONTINUES TO BE SPOKEN AND USED ON A DAILY BASIS, ARABIC LITERACY IS UNQUESTIONABLY LOSING GROUND. THIS PAPER CONCLUDES WITH A CALL FOR A LANGUAGE POLICY IN THE UAE THAT WILL GIVE ARABIC ITS DUE IN SCHOOLS AND WIDER SOCIETY.","ARABIC LITERACY; BILINGUALISM; GLOBAL ENGLISH; MEDIUM OF INSTRUCTION;;   LANGUAGE POLICY; UNITED ARAB EMIRATES","ARTICLE","J","ENGLISH","AL-ISSA, A (REPRINT AUTHOR), AMER UNIV SHARJAH, DEPT ENGLISH, SHARJAH, U ARAB EMIRATES.","2229-9327",NA,"ARAB WORLD ENGL J","ARAB WORLD ENGL. J.","SEP","3","3","17","15","LANGUAGE & LINGUISTICS","LINGUISTICS","FM1QC","ISI000414753100001","GULF","GOLD",NA,NA,NA,NA,NA,NA,NA,"ARAB WORLD ENGLISH JOURNAL"
"BIGELOW M, 2017, INT J INTERCULT REL, V60, P183, DOI 10.1016/J.IJINTREL.2017.04.002","10.1016/J.IJINTREL.2017.04.002","LITERACY AS SOCIAL (MEDIA) PRACTICE: REFUGEE YOUTH AND NATIVE LANGUAGE LITERACY AT SCHOOL",2017,"60","RESEARCH INDICATES THAT IMMIGRANT AND REFUGEE STUDENTS BENEFIT FROM USE OF THEIR NATIVE LANGUAGES IN EDUCATION. NEVERTHELESS, WHAT THIS MEANS IN PRACTICE HAS INFREQUENTLY BEEN EXAMINED BY RESEARCHERS, AND TEACHERS OFTEN STRUGGLE TO FIND WAYS TO USE THEIR REFUGEE STUDENTS' NATIVE LANGUAGES AS RESOURCES THAT ENCOURAGE THE DEVELOPMENT OF THE NATIVE LANGUAGES AS WELL AS ACADEMIC LANGUAGE AND LITERACY IN THE NEW LANGUAGE. THIS SMALL-SCALE, EXPLORATORY PROJECT EMPLOYED AN INNOVATIVE, FIVE-DAY CRITICAL MEDIA LITERACY CURRICULAR UNIT, AND THEN EXAMINED HOW IT SERVED AS A CONTEXT FOR NATIVE LANGUAGE AND ENGLISH LITERACY DEVELOPMENT. PARTICIPANTS WERE 14 ADOLESCENT NEWCOMERS TO THE U.S. FROM SOMALIA, KENYA, DJIBOUTI, AND ETHIOPIA, ALL SPEAKERS OF SOMALI WITH LIMITED OR INTERRUPTED FORMAL SCHOOLING EXPERIENCES. PARTICIPANTS HAD VARYING BUT MOSTLY BEGINNING LEVELS OF PRINT LITERACY SKILLS YET AS RECENT MIGRANTS, MOST USED SOCIAL MEDIA TO INTERACT WITH OTHERS LOCALLY AND GLOBALLY, IN MULTIPLE LANGUAGES, ORAL AND WRITTEN. AS DESCRIBED HERE, OUR EFFORTS TO FOSTER PEER-TO-PEER SOMALI LANGUAGE COMMUNICATION RESULTED IN MULTILINGUAL INTERACTION ACROSS A RANGE OF SOCIAL AND ACADEMIC PURPOSES IN THE CLASSROOM. THESE RESEARCH FINDINGS HIGHLIGHT HOW IN-CLASS USE OF SOCIAL MEDIA ANALYSIS CAN SERVE TO ACHIEVE MULTILINGUAL AND (CRITICAL) LITERACY LEARNING AIMS.","IMMIGRANT; ADOLESCENTS; ESL; BILINGUALISM; FACEBOOK; SOCIAL MEDIA","ARTICLE","J","ENGLISH","BIGELOW, M (REPRINT AUTHOR), UNIV MINNESOTA, LANGUAGE EDUC 2, 252 PEIK HALL, MINNEAPOLIS, MN 55455 USA.","0147-1767","1873-7552","INT J INTERCULT REL","INT. J. INTERCULT. RELAT.","SEP",NA,"183","197","15","PSYCHOLOGY, SOCIAL; SOCIAL SCIENCES, INTERDISCIPLINARY; SOCIOLOGY","PSYCHOLOGY; SOCIAL SCIENCES - OTHER TOPICS; SOCIOLOGY","FK3JU","ISI000413382200017","UNITED-STATES; STUDENTS; PEDAGOGY; WOMEN",NA,NA,NA,NA,NA,NA,"CENTER FOR ADVANCED RESEARCH ON LANGUAGE ACQUISITION",NA,"INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS"
"SCULL TM, 2017, J COMMUNITY PSYCHOL, V45, P796, DOI 10.1002/JCOP.21893","10.1002/JCOP.21893","THE EFFECTIVENESS OF ONLINE, FAMILY-BASED MEDIA LITERACY EDUCATION FOR SUBSTANCE ABUSE PREVENTION IN ELEMENTARY SCHOOL CHILDREN: STUDY OF THE MEDIA DETECTIVE FAMILY PROGRAM",2017,"45","THE PRESENT STUDY INVESTIGATES THE EFFECTIVENESS OF A FAMILY-BASED, ONLINE MEDIA LITERACY EDUCATION (MLE) PROGRAM FOR SUBSTANCE ABUSE PREVENTION IN CHILDREN FROM RURAL AREAS. A TOTAL OF 83 FAMILIES WERE RANDOMLY ASSIGNED TO RECEIVE MEDIA DETECTIVE FAMILY (MDF N = 47) OR A CONTROL COMPUTER PROGRAM (N = 36) BETWEEN PRE- AND POSTTEST QUESTIONNAIRES. A TOTAL OF 51% (N = 42) COMPLETED A 3-MONTH FOLLOW-UP QUESTIONNAIRE. CHILDREN RECEIVING MDF REPORTED A SIGNIFICANT REDUCTION IN THEIR USE OF SUBSTANCES OVER TIME COMPARED TO CHILDREN IN THE CONTROL GROUP (D = -.80). PARENTS RECEIVING MDF REPORTED THAT THE PROGRAM WAS CONVENIENT AND ENGAGING. THE CURRENT STUDY SHOWED THAT AN ONLINE SUBSTANCE USE PREVENTION PROGRAM USING MLE AND DESIGNED FOR FAMILIES IS AN EFFECTIVE INTERVENTION METHOD FOR REDUCING CHILDREN'S SUBSTANCE USE.",NA,"ARTICLE","J","ENGLISH","SCULL, TM (REPRINT AUTHOR), INNOVAT RES & TRAINING, 5316 HIGHGATE DR,SUITE 121, DURHAM, NC 27713 USA.","0090-4392","1520-6629","J COMMUNITY PSYCHOL","J. COMMUNITY PSYCHOL.","AUG","6","796","809","14","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY,;   MULTIDISCIPLINARY; SOCIAL WORK","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY; SOCIAL WORK","FA9ZF","ISI000405804000008","HEALTH BELIEF MODEL; ALCOHOL-USE; DECISION-MAKING; ADOLESCENTS; SMOKING;;   COGNITIONS; RISK; CIGARETTE; BEHAVIOR; CONTEXT",NA,"28989205",NA,NA,NA,NA,"NATIONAL INSTITUTE ON DRUG ABUSE (NIDA) [HHSN2712012000311C]",NA,"JOURNAL OF COMMUNITY PSYCHOLOGY"
"MARAVER-LOPEZ P, 2017, UNIVERSITAS, P211, DOI 10.17163/UNI.N27.2017.10","10.17163/UNI.N27.2017.10","PERCEPTION OF MEDIA LITERACY AND TRAINING IN TEACHERS FROM CHILE",2017,NA,"THIS PAPER ANALYZES THE EDUCATIONAL REALITY OF LOS ANDES AREA WITH RESPECT TO THE TECHNOLOGICAL KNOWLEDGE THAT TEACHERS HAVE IN THE FIELD OF NEW TECHNOLOGIES (ICT), IT ALSO SEEKS TO KNOW THE RESOURCES THEY HAVE IN THE CLASSROOM AND THE USE THEY MAKE OF THEM. IN THE STUDY AN ANALYTICAL AND QUASI-EXPERIMENTAL METHODOLOGY HAS BEEN USED THROUGH SEVERAL SURVEYS (PRETEST AND POSTEST). THE DATA OBTAINED ARE INTENDED TO JUSTIFY THE USE OF ICT IN SCHOOLS AND THE KNOWLEDGE THAT THE PARTICIPATING TEACHERS POSSESS. IN ADDITION, ATTENTION IS FOCUSED ON THE IMPORTANCE OF ICTS IN THE EDUCATION CURRICULUM IN CHILE AND THE PEDAGOGICAL PROGRAMS AND STRATEGIES THAT EXIST IN CHILE.","MEDIA LITERACY; SKILLS; CURRICULUM; TRAINING; TEACHERS; CHILE","ARTICLE","J","SPANISH","MARAVER-LOPEZ, P (REPRINT AUTHOR), UNIV HUELVA, DEPT PSICOL SOCIAL EVOLUT & EDUC, HUELVA, SPAIN.; MARAVER-LOPEZ, P (REPRINT AUTHOR), GRP INVEST AGORA HUM 648, NAVARRA, SPAIN.","1390-3837","1390-8634","UNIVERSITAS","UNIVERSITAS","JUL-DEC","27","211","230","20","SOCIAL SCIENCES, INTERDISCIPLINARY","SOCIAL SCIENCES - OTHER TOPICS","FX3VM","ISI000426000500010",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"UNIVERSITAS-REVISTA DE CIENCIAS SOCIALES Y HUMANAS"
"TREJO-QUINTANA J, 2017, PIXEL-BIT, P227, DOI 10.12795/PIXELBIT.2017.I51.015","10.12795/PIXELBIT.2017.I51.015","NOTES ON THE INCORPORATION OF THE TERM DIGITAL AND MEDIA LITERACY IN LATIN AMERICA",2017,NA,"STARTING A DOCUMENTARY RESEARCH THE HISTORY OF THE STUDIES ABOUT DIGITAL AND MEDIA LITERACY IN LATIN AMERICA IS TRACKED. THE HYPOTHESIS IS THAT ALTHOUGH THE CONCEPT MEDIA AND DIGITAL LITERACY IS RELATIVELY NEW IN LATIN AMERICAN ACADEMY, IN THE REGION HAVE CONDUCTED STUDIES AND THEORETICAL-METHODOLOGICAL PROPOSALS FROM 1970S AIMED AT GENERATING CRITICAL, REFLECTIVE AND PARTICIPATORY AUDIENCES. ONE OF THE FINDINGS OF THIS RESEARCH IS THAT THE DIVERSITY OF PROPOSALS AND FRAGMENTATION IN THE STUDIES PREVENTED A CONCEPTUAL FRAMEWORK WAS CONSOLIDATED THROUGHOUT THE REGION. AS A RESULT, ALTHOUGH IT MAY BE EARLY TO SAY, THE TERM MEDIA AND DIGITAL LITERACY-DRIVEN STRONGLY BY UNESCO-BEGINS TO HAVE A PLACE AS AN AREA OF SPECIALIZATION IN LATIN AMERICAN COUNTRIES.","MEDIA AND DIGITAL LITERACY; LATIN AMERICA; MEDIA EDUCATION;;   EDUCOMMUNICATION","ARTICLE","J","SPANISH","TREJO-QUINTANA, J (REPRINT AUTHOR), INST INVEST SOCIALES, ALA C CIUDAD UNIV,CIRCUITO MARIO DE LA CUEVA S-N, DELEGACION COYOACAN 04510, MEXICO.","1133-8482","2171-7966","PIXEL-BIT","PIXEL-BIT","JUL","51","227","241","15","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FW0YJ","ISI000425022100016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIXEL-BIT- REVISTA DE MEDIOS Y EDUCACION"
"RODRIGUEZ-LOPEZ J, 2017, REV MEDITERR COMUN, V8, P161, DOI 10.14198/MEDCOM2017.8.2.11","10.14198/MEDCOM2017.8.2.11","INTERACTIVE MUSIC VIDEO. NEW MODELS OF MEDIA LITERACY IN ADOLESCENTS",2017,"8","THE RISE OF THE SCREENS AT PRESENT, MORE SO AMONG THE ADOLESCENT PEOPLE, DEMONSTRATES THE NEED FOR MEDIA AND INTERNET LITERACY. IT DEFINE EDUCATIONAL VALUES THAT OWNS THE MUSIC VIDEO THROUGH INTERACTIVITY AND IT ACCENTUATE THE TENDENCY TO CREATE THESE INTERACTIVE AUDIOVISUAL PRODUCTS THANKS TO THE DEVELOPMENT OF WEB AND BROADCAST ON THE NETWORK. THEIR INCLUSION IN THE SCHOOL IS A WAY TO APPROACH THE TEEN STUDENT FROM AFFINE TOOL WITH HIS LIFESTYLE, RELATED TO LEISURE AND ENTERTAINMENT.","MUSIC VIDEO; INTERACTIVITY; MEDIA LITERACY; ADOLESCENTS","ARTICLE","J","SPANISH","RODRIGUEZ-LOPEZ, J (REPRINT AUTHOR), UNIV HUELVA, HUELVA, SPAIN.","1989-872X",NA,"REV MEDITERR COMUN","REV. MEDITERR. COMUN.","JUL-DEC","2","161","167","7","COMMUNICATION","COMMUNICATION","FD0IT","ISI000407223700014",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"REVISTA MEDITERRANEA COMUNICACION-JOURNAL OF COMMUNICATION"
"WADE TD, 2017, INT J EAT DISORDER, V50, P731, DOI 10.1002/EAT.22689","10.1002/EAT.22689","DO UNIVERSAL MEDIA LITERACY PROGRAMS HAVE AN EFFECT ON WEIGHT AND SHAPE CONCERN BY INFLUENCING MEDIA INTERNALIZATION?",2017,"50","THE CURRENT STUDY EXAMINED WHETHER MEDIA INTERNALIZATION, FOUND TO MEDIATE THE RELATIONSHIP BETWEEN SELECTED PREVENTION PROGRAMS AND OUTCOMES, MEDIATED THE IMPACT OF TWO UNIVERSAL PREVENTION PROGRAMS THAT TARGETED RISK FACTORS FOR EATING DISORDERS AND OBESITY, NAMELY WEIGHT CONCERN, AND SHAPE CONCERN. STUDENTS RANDOMIZED TO A MEDIA LITERACY (MEDIA SMART) PROGRAM (N=269, 65% FEMALES, MEAN AGE 12.97 YEARS) AND A HEALTHY LIFESTYLE (LIFE SMART) PROGRAM (N=347, 69% FEMALES, MEAN AGE 13.07 YEARS) WERE INCLUDED IN THE ANALYSES. THERE WERE FOUR WAVES OF DATA (BASELINE, END OF INTERVENTION, 6- AND 12-MONTH FOLLOW-UP). LATENT GROWTH CURVE MODELING WAS USED TO EXPLORE WHETHER GROUP ASSIGNMENT INFLUENCED LEVELS OF MEDIA INTERNALIZATION, AND WHETHER THAT IN TURN INFLUENCED CHANGE OVER TIME OF OUR TWO OUTCOME VARIABLES. BEING RANDOMLY ALLOCATED TO MEDIA SMART AS OPPOSED TO LIFE SMART RESULTED IN LESS GROWTH OF BOTH OUTCOME VARIABLES THROUGH THE INFLUENCE ON DECREASING LEVELS OF MEDIA INTERNALIZATION. FINDINGS PROVIDED SUPPORT FOR THE SUGGESTION THAT MEDIA LITERACY PROGRAMS EXERT AN IMPACT ON OUTCOMES RELATED TO EATING DISORDER RISK THROUGH CHANGES TO MEDIA INTERNALIZATION. FUTURE RESEARCH SHOULD EXAMINE WHETHER THESE MECHANISMS OF CHANGE DIFFER BETWEEN GIRLS AND BOYS.","HEALTHY LIFESTYLE; MEDIA LITERACY; THIN IDEAL INTERNALIZATION; WEIGHT;   AND SHAPE CONCERN","ARTICLE","J","ENGLISH","WADE, TD (REPRINT AUTHOR), FLINDERS UNIV S AUSTRALIA, SCH PSYCHOL, GPO BOX 2100, ADELAIDE, SA 5001, AUSTRALIA.","0276-3478","1098-108X","INT J EAT DISORDER","INT. J. EATING DISORD.","JUL","7","731","738","8","PSYCHOLOGY, CLINICAL; NUTRITION & DIETETICS; PSYCHIATRY; PSYCHOLOGY","PSYCHOLOGY; NUTRITION & DIETETICS; PSYCHIATRY","FA2ZS","ISI000405311300002","YOUNG ADOLESCENT GIRLS; DISORDER PREVENTION PROGRAMS; EATING-DISORDERS;;   SOCIOCULTURAL ATTITUDES; APPEARANCE QUESTIONNAIRE-3; TESTING MEDIATORS;;   CONTROLLED-TRIALS; RISK-FACTORS; BEHAVIORS; OBESITY",NA,"28152232",NA,NA,NA,NA,"BUTTERFLY RESEARCH INSTITUTE GRANT; SOUTH AUSTRALIAN CENTRE FOR;   INTERGENERATIONAL HEALTH",NA,"INTERNATIONAL JOURNAL OF EATING DISORDERS"
"MCLEAN SA, 2017, INT J EAT DISORDER, V50, P847, DOI 10.1002/EAT.22708","10.1002/EAT.22708","A PILOT EVALUATION OF A SOCIAL MEDIA LITERACY INTERVENTION TO REDUCE RISK FACTORS FOR EATING DISORDERS",2017,"50","OBJECTIVETHIS PILOT STUDY INVESTIGATED THE EFFECTIVENESS OF A SOCIAL MEDIA LITERACY INTERVENTION FOR ADOLESCENT GIRLS ON RISK FACTORS FOR EATING DISORDERS. METHODA QUASI-EXPERIMENTAL PRE- TO POST-TEST DESIGN COMPARING INTERVENTION AND CONTROL CONDITIONS WAS USED. PARTICIPANTS WERE 101 ADOLESCENT GIRLS (M-AGE=13.13, SD=0.33) WHO WERE ALLOCATED TO RECEIVE THREE SOCIAL MEDIA LITERACY INTERVENTION LESSONS (N=64) OR TO RECEIVE CLASSES AS USUAL (N=37). SELF-REPORT ASSESSMENTS OF EATING DISORDER RISK FACTORS WERE COMPLETED ONE WEEK PRIOR TO, AND ONE WEEK FOLLOWING THE INTERVENTION. RESULTSSIGNIFICANT GROUP BY TIME INTERACTION EFFECTS REVEALED IMPROVEMENTS IN THE INTERVENTION CONDITION RELATIVE TO THE CONTROL CONDITION FOR BODY IMAGE (BODY ESTEEM-WEIGHT D=.19), DISORDERED EATING (DIETARY RESTRAINT D=.26) AND MEDIA LITERACY (REALISM SCEPTICISM D=.32). DISCUSSIONTHE OUTCOMES OF THIS PILOT STUDY SUGGEST THAT SOCIAL MEDIA LITERACY IS A POTENTIALLY USEFUL APPROACH FOR PREVENTION OF RISK FOR EATING DISORDERS IN ADOLESCENT GIRLS IN THE CURRENT SOCIAL MEDIA ENVIRONMENT OF HEIGHTENED VULNERABILITY. REPLICATION OF THIS RESEARCH WITH LARGER, RANDOMIZED CONTROLLED TRIALS, AND LONGER FOLLOW-UP IS NEEDED.","ADOLESCENT GIRLS; BODY DISSATISFACTION; EATING DISORDER RISK FACTORS;;   PREVENTION; SOCIAL MEDIA","ARTICLE","J","ENGLISH","MCLEAN, SA (REPRINT AUTHOR), LA TROBE UNIV, SCH PSYCHOL & PUBL HLTH, MELBOURNE, VIC, AUSTRALIA.","0276-3478","1098-108X","INT J EAT DISORDER","INT. J. EATING DISORD.","JUL","7","847","851","5","PSYCHOLOGY, CLINICAL; NUTRITION & DIETETICS; PSYCHIATRY; PSYCHOLOGY","PSYCHOLOGY; NUTRITION & DIETETICS; PSYCHIATRY","FA2ZS","ISI000405311300016","BODY-IMAGE; ADOLESCENT GIRLS; SCALE",NA,"28370321",NA,NA,NA,NA,"LA TROBE UNIVERSITY BUILDING HEALTHY COMMUNITIES RESEARCH FOCUS AREA",NA,"INTERNATIONAL JOURNAL OF EATING DISORDERS"
"WATERS S, 2017, J ADOLESC ADULT LIT, V61, P109, DOI 10.1002/JAAL.644","10.1002/JAAL.644","MOVIE-MAKING APPS AND MEDIA LITERACY",2017,"61",NA,NA,"EDITORIAL MATERIAL","J","ENGLISH","WATERS, S (REPRINT AUTHOR), UNIV TENNESSEE, SOCIAL SCI EDUC, KNOXVILLE, TN 37996 USA.","1081-3004","1936-2706","J ADOLESC ADULT LIT","J. ADOLESC. ADULT LIT.","JUL-AUG","1","109","111","3","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","EZ0BR","ISI000404363900019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF ADOLESCENT & ADULT LITERACY"
"KNIBBE M, 2017, J PUBLIC HEALTH-UK, V39, P353, DOI 10.1093/PUBMED/FDW036","10.1093/PUBMED/FDW036","RESPONSIBLE USE OF MEDIA SUPPORTS 'CRITICAL PUBLIC HEALTH LITERACY'",2017,"39",NA,NA,"EDITORIAL MATERIAL","J","ENGLISH","KNIBBE, M (REPRINT AUTHOR), MAASTRICHT UNIV, SCH PUBL HLTH & PRIMARY CARE CAPHRI, FAC HLTH MED & LIFE SCI, DEPT INEQUAL PARTICIPAT GLOBALISAT IPG,PHILOSOPHY, DEBYEPL 1,ROOM B2-111,POB 616, NL-6200 MD MAASTRICHT, NETHERLANDS.","1741-3842","1741-3850","J PUBLIC HEALTH-UK","J. PUBLIC HEALTH","JUN","2","353","357","5","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","EZ2MX","ISI000404544500028","ENTERTAINMENT-EDUCATION; COMMUNICATION","GOLD","27099163",NA,NA,NA,NA,"RESEARCH FOUNDATION NETHERLANDS ORGANISATION FOR HEALTH RESEARCH AND;   DEVELOPMENT, ZONMW [200210015]; MAASTRICHT MUNICIPALITY; CZ;   ZORGVERZEKERAAR (INSURANCE AGENCY); STICHTING ELIZEBETH STROUVEN (LOCAL;   FOUNDATION)",NA,"JOURNAL OF PUBLIC HEALTH"
