id_paper0,id_paper1
"YUS F, 2006, LANGUAGE, V82, P953, DOI 10.1353/LAN.2006.0242","KRESS G., 2003, LITERACY NEW MEDIA"
"SELWYN N, 2006, BRIT J EDUC TECHNOL, V37, P985, DOI 10.1111/J.1467-8535.2006.00660_14.X","MARSH J., 2005, POPULAR CULTURE NEW"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","BIELICH P, 2002, KNOWLEDGE QUEST, V30, P31"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","CAHOY E.S., 2002, KNOWLEDGE QUEST, V30, P12"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","DONHAM J., 2003, KNOWLEDGE QUEST, V32, P32"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","ERCEGOVAC Z, 2003, COLL RES LIBR, V64, P75, DOI 10.5860/CRL.64.1.75"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","EVANS B., 1997, RES STRATEGIES, V15, P89"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","GORDON C., 2002, KNOWLEDGE QUEST, V30, P16"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","HULL TL, 2003, REFERENCE LIB, V83, P83"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","HURLEY CA, 2004, LIB MEDIA CONNECTION, P36"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","LAU D, 2002, SCH LIB J, V48, P40"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","OWUSU-ANSAH EK, 2004, J ACAD LIBR, V30, P3, DOI 10.1016/J.JAL.2003.11.002"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","PEARSON D., 2002, KNOWLEDGE QUEST, V30, P24"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","SIMON M, 1992, LIB ADM MANAGEMENT, V6, P36"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","STRIPLING BK, 1997, SCH LIB MEDIA Q, P89"
"ISLAM RL, 2006, COLL RES LIBR, V67, P492","VANSICKLE S, 2002, KNOWLEDGE QUEST, V30, P33"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","AUSTIN EW, 1997, J HEALTH COMMUN, V2, P17"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","AUSTIN E. W., 2006, PEDIATRICS, V117, P423"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","BROWN JD, 2005, J ADOLESCENT HEALTH, V36, P420, DOI 10.1016/J.JADOHEALTH.2004.06.003"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","BROWN JD, 2000, J ADOLESCENT HEALT S, P2"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","DALTON MA, 2003, LANCET, V362, P281, DOI 10.1016/S0140-6736(03)13970-0"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","DALTON MA, 2002, PREV MED, V34, P516, DOI 10.1006/PMED.2002.1013"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","DOZIER DM, 2005, TOB CONTROL, V14, P7, DOI 10.1136/TC.2003.006205"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","EVERETT SA, 1998, J COMMUN HEALTH, V23, P317, DOI 10.1023/A:1018727606500"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","HOBBS R, 1999, N J J COMM, V2, P123"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","KUBEY R, 1998, J COMMUN, V48, P58, DOI 10.1093/JOC/48.1.58"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","KUBEY R, 1999, ED WEEK         1027"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","MOORE J, 2000, JUV FAM COURT J  SPR, P23"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","PIRAN N, 2000, HLTH J WEIGHT    NOV, P89"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","PRIMACK BA, 2006, J ADOLESCENT HEALTH, P465"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","RICH M, 2001, PEDIATRICS, V107, P156, DOI 10.1542/PEDS.107.1.156"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","ROBERTS D. F., 2000, HERES LOOKING YOU KI"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","ROBINSON TH, 2001, ARCH PEDIAT ADOL MED, V155, P17, DOI 10.1001/ARCHPEDI.155.1.17"
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014","SARGENT JD, 2005, PEDIATRICS, V116, P1183, DOI 10.1542/PEDS.2005-0714"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","AJZEN I., 1980, UNDERSTANDING ATTITU"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","ALTMAN DG, 1996, AM J PUBLIC HEALTH, V86, P1590, DOI 10.2105/AJPH.86.11.1590"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","AUSTIN EW, 1997, J HEALTH COMMUN, V2, P17"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","AUSTIN EW, 2005, HEALTH COMMUN, V18, P75, DOI 10.1207/S15327027HC1801_4"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","BUCKINGHAM D, 2003, MEDIA ED LITERACY LE"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","BULLER DB, 2003, TOB CONTROL, V12, P16"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","CARVAJAL SC, 2000, J ADOLESCENT HEALTH, V27, P255, DOI 10.1016/S1054-139X(00)00124-5"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","*CDCP, 1999, MED AN TOB ALC MESS"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","*CDCP, 1994, PREV TOB US YOUNG PE"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","DALTON MA, 2003, LANCET, V362, P281, DOI 10.1016/S0140-6736(03)13970-0"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","DOZIER DM, 2005, TOB CONTROL, V14, P7, DOI 10.1136/TC.2003.006205"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","ELLICKSON PL, 1993, AM J PUBLIC HEALTH, V83, P856, DOI 10.2105/AJPH.83.6.856"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","FLAY BR, 1989, AM J PUBLIC HEALTH, V79, P1371, DOI 10.2105/AJPH.79.10.1371"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","GILPIN EA, 1997, PREV MED, V26, P14, DOI 10.1006/PMED.1996.9980"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","HOBBS R, 2003, READ RES QUART, V38, P330, DOI 10.1598/RRQ.38.3.2"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","HOBBS R., 2004, ADVERTISING SOC REV, V5, P1"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","HOGAN M, 1999, PEDIATRICS, V104, P341"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","JACKSON C, 1998, HEALTH EDUC BEHAV, V25, P319, DOI 10.1177/109019819802500307"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","LONG JUDITH A, 2002, SUBST ABUS, V23, P95"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","MADDEN PA, 1994, AM J PUBLIC HEALTH, V84, P297, DOI 10.2105/AJPH.84.2.297"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","METZ CE, 1978, SEMIN NUCL MED, V8, P283, DOI 10.1016/S0001-2998(78)80014-2"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","MOKDAD AH, 2000, JAMA-J AM MED ASSOC, V291, P1238, DOI DOI 10.1001/JAMA.291.10.1238"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","*OFF NAT DRUG CONT, 2001, HELP YOUTH NAV MED A"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PETERSON AV, 2000, JNCI-J NATL CANCER I, V92, P1979, DOI 10.1093/JNCI/92.24.1979"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PIERCE JP, 1996, HEALTH PSYCHOL, V15, P355, DOI 10.1037//0278-6133.15.5.355"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PIERCE JP, 1998, JAMA-J AM MED ASSOC, V279, P511, DOI 10.1001/JAMA.279.7.511"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PIERCE JP, 1993, TOBACCO USE CALIFORN"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PRIMACK BA, 2006, ARCH PEDIAT ADOL MED, V160, P369, DOI 10.1001/ARCHPEDI.160.4.369"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","PRIMACK BRIAN A, 2004, AM FAM PHYSICIAN, V69, P2545"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","RIDEOUT V., 2005, GENERATION M MEDIA L"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","RUSSO MF, 1993, J PSYCHOPATHOL BEHAV, V15, P69, DOI 10.1007/BF00960609"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","SARGENT JD, 2001, BRIT MED J, V323, P1394, DOI 10.1136/BMJ.323.7326.1394"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","SPITZER RL, 1994, JAMA-J AM MED ASSOC, V272, P1749, DOI 10.1001/JAMA.272.22.1749"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","STRASBURGER JF, 2000, PROG PEDIATR CARDIOL, V11, P1, DOI 10.1016/S1058-9813(00)00031-X"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","*SUBST AB MENT HLT, 2003, NAT HOUS SURV DRUG A"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","*U MICH, 2004, MON FUT MON FUT RES"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","VILLANI S, 2001, J AM ACAD CHILD PSY, V40, P392, DOI 10.1097/00004583-200104000-00007"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","VOOJIS M. W., 1993, J RES DEV EDUC, V26, P133"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","WADE TD, 2003, INT J EAT DISORDER, V33, P371, DOI 10.1002/EAT.10136"
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011","WAKEFIELD MA, 2002, J HEALTH COMMUN, V7, P113, DOI 10.1080/10810730290087996"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","APRSONS S, 2005, 1 GRADE WRITERS"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","BETTELHEIM BRUNO, 1976, USES ENCHANTMENT MEA"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","BOLDT G, 2006, RES TEACH ENGL, V40, P272"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","DYSON A. H., 1993, SOCIAL WORLDS CHILDR"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","PURCELL GATES V., 1995, OTHER PEOPLES WORDS"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","GREENE J. P., 2006, 48 MANH I"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","HACKER A., 2003, MISMATCH GROWING GUL"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","HAYES DP, 1988, J CHILD LANG, V15, P395, DOI 10.1017/S0305000900012411"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","JOHNSON S, 2005, EVERYTHING BAD GOOD"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","*KAIS FAM FDN, 2005, GEN M MED LIV 8 18 Y"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","NATIONAL CENTER FOR EDUCATIONAL STATISTICS, 2002, NAT REP CARD WRIT 20"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","TRELEASE J, 2001, REAL ALOUD HDB"
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62","*US BUR CENS, 2005, STAT ABSTR US 2004 5"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","ALVERMANN DE, 2000, J EDUC RES, V93, P193, DOI 10.1080/00220670009598707"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","ALVERMANN D.E., 1999, POPULAR CULTURE CLAS"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","BUCKINGHAM D, 1998, TEACHING POPULAR CUL"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","BUCKINGHAM D., 1994, CULTURAL STUDIES GOE"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","FLORES-KOULISH S., 2005, TEACHER ED CRITICAL"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","GIROUX H, 1992, BORDER CROSSINGS CUL"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","GIROUX H. A, 1994, DISTURBING PLEASURES"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","GIROUX H.A., 2000, IMPURE ACTS PRACTICA"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","KELLNER D, 1995, MEDIA CULTURES CULTU"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LANKSHEAR COLIN, 1997, CHANGING LIT"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LUKE A, 2000, J ADOLESC ADULT LIT, V43, P448"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LUKE C, 2000, J ADOLESC ADULT LIT, V43, P424"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LUKE C, 1999, J ADOLESC ADULT LIT, V42, P622"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LUKE C., 1997, CONSTRUCTING CRITICA, P19"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","LUKE C., 1993, TEACHING ED, V5, P41"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","MORRELL E, 2002, J ADOLESC ADULT LIT, V46, P72"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","PAUL DG, 2000, J ADOLESC ADULT LIT, V44, P246"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","TRIER J., 2005, RACE ETHNIC EDUC-UK, V8, P171, DOI DOI 10.1080/13613320500110535"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","TRIER JAMES, 2004, J THOUGHT, V39, P35"
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7","VINSON K. D., 2003, IMAGE ED TEACHING FA"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE, 1993, BENCHM SCI LIT"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE, 1989, SCI ALL AM PROJ 2061"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","BABBIE E., 2004, PRACTICE SOCIAL RES"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","DEBOER GE, 2000, J RES SCI TEACH, V37, P582, DOI 10.1002/1098-2736(200008)37:6<582::AID-TEA5>3.0.CO"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345",2-L
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","FRIEDMAN S. M., 1986, SCI JOURNALISTS REPO"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","GERBNER G, 1981, CULTURE SOC, V42, P51"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","GREGORY JANE, 1998, SCI PUBLIC COMMUNICA"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","GUMPERT G, 1994, J COMMUN, V44, P169, DOI 10.1111/J.1460-2466.1994.TB00706.X"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","IRWIN A, 1996, MISUNDERSTANDING SCI"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","DAINTITH JOHN, 1999, DICT SCI"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","KOELSCHE C., 1965, SCH SCI MATH, V65, P719, DOI [10.1111/SSM.1965.65.ISSUE-8, DOI 10.1111/SSM.1965.65.ISSUE-8]"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","LAFOLLETTE MARCEL, 1990, MAKING SCI OUR OWN P"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","LAUGKSCH RC, 2000, SCI EDUC, V84, P71, DOI 10.1002/(SICI)1098-237X(200001)84:1<71::AID-SCE6>3.0.CO"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345",2-C
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","LAUGKSCH R. C., 1996, PUBLIC UNDERST SCI, V5, P331"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","MILLER JD, 1983, DAEDALUS, V112, P29"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","MILLER JD, 1998, PUBLIC UNDERST SCI, V7, P203, DOI 10.1088/0963-6625/7/3/001"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","MILLER JD, 1996, OECD S PUBL UND SCI"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","TICKOO M. L., 1993, SCI ENG IND 1993, P193"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","*NAT SCI BOARD, 2000, SCI ENG IND 2000, PCH8"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","NATIONAL SCIENCE BOARD, 1998, SCI ENG IND 1998"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","NATIONAL SCIENCE BOARD, 1996, SCI ENG IND 1996"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","*NAT SCI BOARD, 1989, SCI ENG IND 1989, P161"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","NATIONAL SCIENCE FOUNDATION, 2002, SCI ENG IND 2002"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","*NAT SCI BOARD, 1991, SCI ENG IND 1991, P165"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","NELKIN DOROTHY, 1995, SELLING SCI PRESS CO"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","NISBET MC, 2002, COMMUN RES, V29, P584, DOI 10.1177/009365002236196"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","*NIST, 2005, ZIPFS LAW"
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345","WYNNE B, 1991, SCI TECHNOL HUM VAL, V16, P111, DOI 10.1177/016224399101600108"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","AMARO H, 2001, J EARLY ADOLESCENCE, V21, P256, DOI 10.1177/0272431601021003002"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","AUSTIN SB, 2000, PSYCHOL MED, V30, P1249, DOI 10.1017/S0033291799002573"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","CELIO AA, 2003, INT J EAT DISORDER, V34, P251, DOI 10.1002/EAT.10188"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","COHANE GH, 2001, INT J EAT DISORDER, V29, P373, DOI 10.1002/EAT.1033"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","COOPER PJ, 1997, BRIT J PSYCHIAT, V171, P42"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","FAIRBURN CG, 1994, INT J EAT DISORDER, V16, P363"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","FIELD AE, 1999, ARCH PEDIAT ADOL MED, V153, P1184, DOI 10.1001/ARCHPEDI.153.11.1184"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","FRANKO DL, 2001, COGN BEHAV PRACT, V8, P265, DOI 10.1016/S1077-7229(01)80063-8"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","GARNER DM, 1983, INT J EAT DISORDER, V2, P5"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","GRIGG M, 1996, PREV MED, V25, P748, DOI 10.1006/PMED.1996.0115"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","HARTER S., 1986, MANUAL SELF PERCEPTI"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","JACOBI C, 2004, PSYCHOL BULL, V130, P19, DOI 10.1037/0033-2909.130.1.19"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","JACOBSON NS, 1991, J CONSULT CLIN PSYCH, V59, P12, DOI 10.1037//0022-006X.59.1.12"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","KOVACS M, 1992, CHILDRENS DEPRESSION"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","LEVINE M. P., 1999, PREVENTING EATING DISORDERS: A HANDBOOK OF INTERVENTIONS AND SPECIAL CHALLENGES, P3"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","LOWRY-WEBSTER HM, 2001, BEHAV CHANGE, V18, P36, DOI 10.1375/BECH.18.1.36"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","MATTHEY S, 1998, BEHAV CHANGE, V15, P140, DOI 10.1017/S0813483900003247"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","NISHIZONO-MAHER A, 2004, EUR EAT DISORD REV, V12, P122, DOI 10.1002/ERV.558"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","O'DEA JA, 2000, INT J EAT DISORDER, V28, P43, DOI 10.1002/(SICI)1098-108X(200007)28:1<43::AID-EAT6>3.0.CO"
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237",2-D
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237","O'DEA JA, 1999, ADOLESCENCE, V34, P671"
